TYPEHUQ,CDD30YR,NUMFLRS,STUDIO,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,OUTGRILL,ICE,SIZFREEZ,DWASHUSE,TOPFRONT,WASHLOAD,RNSETEMP,DRYER,DRYRFUEL,TVCOLOR,TVONWE3,WELLPUMP,FUELHEAT,HEATROOM,WHEATOTH,CENACHP,MAINTAC,AGECENAC,ACROOMS,USECENAC,PROTHERMAC,TEMPHOMEAC,NUMCFAN,USECFAN,SWIMPOOL,NOUTLGTNT,WINDOWS,ELWARM,ELWATER,PGASHTWA,NHSLDMEM,HUPROJ,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,TOTALDOL,KAVALNG,OA_LAT
2,550,-2,-2,20,3,1,4,7,0,1,0,2,-2,1,3,3,1,5,1,-2,1,7,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,0,1,-2,2,-2,3120,1457,0,9822,3337,-2,1
2,822,-2,-2,20,3,1,3,6,0,1,0,-2,5,2,4,2,1,5,3,1,0,3,6,0,-2,-2,-2,-2,-2,-2,-2,5,3,1,1,4,0,0,-2,4,-2,2793,2299,0,10197,3724,-2,5
2,849,-2,-2,20,4,3,3,7,1,1,0,2,1,2,2,3,1,5,4,2,0,3,7,0,-2,-2,-2,-2,-2,-2,-2,3,1,0,0,5,1,0,-2,2,-2,6665,4351,1243,4615,2482,1,4
5,506,2,0,-2,2,2,2,4,-2,1,0,-2,-2,-2,-2,-2,0,-2,3,3,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,0,1,1,0,1163,872,0,1416,246,1,2
3,755,-2,-2,31,4,1,3,7,0,1,1,-2,-2,1,2,3,1,5,2,-2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,5,0,0,1,2,-2,2883,2069,591,6877,3007,1,3
2,1541,-2,-2,10,2,2,3,5,0,1,0,-2,3,1,2,3,1,5,1,-2,0,1,4,0,0,1,2,4,3,1,72,1,1,0,1,1,0,1,-2,1,-2,1869,748,748,10507,1755,1,5
3,1381,-2,-2,31,4,1,2,6,0,0,1,-2,-2,1,2,2,1,1,2,-2,0,1,6,0,0,0,5,4,1,0,-2,0,-2,0,0,4,1,0,1,4,-2,1953,1465,977,6634,2845,1,5
2,1388,-2,-2,40,6,2,2,8,1,1,1,1,3,2,4,2,1,5,2,-2,0,1,8,0,0,0,2,8,3,1,77,5,2,0,1,4,0,0,1,5,-2,2615,2215,2215,10574,1719,1,0
1,971,-2,-2,10,3,2,3,6,0,1,0,3,1,1,3,2,1,5,4,2,0,5,6,0,1,0,3,6,3,0,70,5,0,-2,-2,3,1,1,-2,2,-2,1344,1344,1344,12537,1749,-2,6
2,614,-2,-2,20,3,2,5,8,1,0,0,1,1,1,2,3,1,1,2,-2,0,1,8,0,0,1,6,8,3,1,76,0,-2,0,0,4,0,0,1,1,-2,2400,2000,2000,10434,1708,1,0
2,2406,-2,-2,10,2,2,3,5,1,0,0,3,-2,1,2,3,1,5,2,-2,0,5,1,-2,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,3,1,0,-2,1,-2,2054,361,0,8020,993,-2,2
2,616,-2,-2,20,3,1,3,6,1,1,0,-2,3,1,3,3,1,5,2,-2,0,5,6,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,3,1,1,-2,2,-2,2420,2020,337,15472,2939,-2,3
5,3643,3,1,-2,-2,1,1,1,-2,0,0,-2,2,2,2,3,1,5,1,-2,-2,5,1,0,0,0,2,1,2,0,74,1,2,-2,-2,3,1,1,-2,1,0,735,735,735,8720,936,-2,1
3,3228,-2,-2,10,4,2,4,8,0,1,0,2,1,2,2,3,1,1,2,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,0,4,1,0,1,4,-2,2520,630,473,18123,2535,1,19
2,1326,-2,-2,20,3,2,4,7,0,1,1,-2,2,2,3,3,1,1,2,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,4,1,1,0,4,1,0,1,2,-2,2635,1505,753,15118,4338,1,1
2,1639,-2,-2,20,4,2,6,10,1,1,1,1,1,2,3,3,1,5,5,1,0,5,1,0,0,0,2,10,3,1,71,2,1,0,0,6,1,0,1,5,-2,2904,250,2504,17426,2654,1,5
2,1335,-2,-2,20,2,2,6,8,0,1,1,2,5,1,3,3,1,5,4,1,1,2,7,0,0,0,4,8,3,0,80,5,2,0,1,5,0,1,-2,2,-2,2477,2168,2477,17625,3156,-2,8
5,638,1,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,3,2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,1,4,0,674,674,0,1959,442,1,0
2,493,-2,-2,10,3,2,3,6,1,1,1,-2,1,1,3,2,1,5,3,2,1,3,6,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,3,0,1,-2,5,-2,2424,2024,0,11760,2297,3,1
3,58,-2,-2,20,4,2,4,8,1,1,1,3,4,2,3,3,1,5,3,1,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,0,1,3,0,2556,2156,0,9779,1780,1,1
2,2379,-2,-2,10,3,2,6,9,0,0,1,-2,-2,1,3,3,1,5,1,-2,0,1,9,0,0,0,1,9,3,0,75,2,3,0,0,5,0,0,1,1,-2,1577,1577,1577,10938,1868,1,3
5,928,3,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,2,0,1,-2,2,0,379,0,379,1388,239,-2,1
4,1397,-2,0,-2,2,2,3,5,-2,1,0,-2,4,1,2,3,1,5,1,-2,-2,5,5,0,0,1,4,5,1,0,-2,1,3,-2,-2,2,1,1,-2,2,0,2040,2040,2040,12114,1224,-2,6
3,3592,-2,-2,10,3,3,5,8,1,1,1,-2,4,1,2,3,1,1,3,1,0,1,8,0,0,1,1,8,2,1,80,1,1,0,1,5,0,0,1,2,-2,2654,2254,2254,13695,2343,3,0
5,553,3,0,-2,1,1,2,3,-2,0,0,-2,1,1,2,3,1,5,3,1,-2,1,3,0,0,0,5,3,2,0,72,1,1,-2,-2,2,1,0,1,1,-2,855,855,855,4786,1266,1,1
2,929,-2,-2,20,4,1,3,7,0,1,1,3,-2,1,2,3,1,5,1,-2,1,3,7,0,0,1,2,4,1,0,-2,2,3,0,1,4,0,1,-2,1,-2,2964,2076,1186,7715,1989,-2,2
2,2470,-2,-2,10,4,2,5,9,1,1,0,-2,2,1,2,2,1,5,3,2,0,5,9,0,0,0,6,9,3,0,77,3,3,0,0,4,1,1,-2,1,0,2450,2050,2050,15564,1927,-2,7
5,1069,8,0,-2,3,2,3,6,-2,0,1,-2,-2,-2,-2,-2,0,-2,2,-2,-2,3,6,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,1,3,0,850,850,425,6647,2701,3,5
2,767,-2,-2,20,3,1,3,6,0,0,0,-2,-2,1,2,3,0,-2,1,-2,0,3,6,0,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,4,0,1,-2,1,-2,2670,2670,0,2204,2403,-2,3
2,745,-2,-2,20,4,1,3,7,0,1,0,1,-2,1,3,2,1,5,4,1,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,5,1,1,1,4,0,0,1,3,-2,2970,1980,566,10549,2347,1,4
1,1387,-2,-2,10,3,2,3,6,0,1,0,-2,3,1,3,3,1,5,3,1,0,2,5,0,-2,-2,-2,-2,-2,-2,-2,3,1,-2,-2,4,0,0,-2,3,-2,1848,1540,0,6508,1966,-2,0
2,3706,-2,-2,10,4,2,4,8,1,0,1,-2,2,1,3,3,1,5,2,-2,0,5,8,0,0,1,4,8,1,1,-2,1,0,0,1,6,1,1,-2,4,-2,2544,1296,1296,28062,4423,3,20
3,4199,-2,-2,10,2,2,1,3,0,1,0,-2,-2,1,3,3,1,5,2,-2,0,5,3,0,0,0,2,3,3,0,75,4,3,0,2,2,1,1,-2,3,0,1008,1008,1008,14926,1567,-2,17
2,3528,-2,-2,10,2,2,3,5,0,1,1,-2,2,2,2,3,1,5,1,-2,0,5,5,0,0,0,1,5,3,1,78,1,1,0,0,4,1,0,1,1,-2,1260,1260,1260,14512,2131,1,21
2,1466,-2,-2,10,3,1,3,6,1,1,0,1,4,1,3,3,1,5,2,-2,0,7,6,0,-2,-2,-2,-2,-2,-2,-2,4,3,0,0,4,1,1,-2,3,-2,2212,1812,604,17080,1806,-2,9
2,2503,-2,-2,10,3,1,6,9,0,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,0,1,9,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,5,1,0,1,3,0,1372,1372,305,11581,2929,1,18
1,779,-2,-2,10,3,2,1,4,0,1,0,-2,-2,1,3,3,1,5,2,-2,0,5,3,0,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,3,1,1,-2,2,-2,1584,1188,0,11758,1185,-2,2
2,517,-2,-2,10,2,2,6,8,1,1,1,-2,-2,1,1,3,1,5,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,2,5,0,0,1,2,-2,2800,2550,159,4467,1102,1,0
5,2415,2,0,-2,1,1,2,3,-2,0,0,-2,3,1,2,3,1,5,2,-2,-2,5,3,1,0,1,6,3,1,0,-2,2,1,-2,-2,3,1,1,-2,2,0,1046,1046,1046,12367,1531,-2,7
2,2261,-2,-2,10,3,1,3,6,0,1,0,2,-2,1,3,2,1,5,4,2,0,5,5,0,0,1,4,6,3,0,75,5,1,0,1,3,1,1,-2,3,-2,1568,1307,1568,8394,1733,1,0
5,4242,4,0,-2,2,1,3,5,-2,0,0,1,1,-2,-2,-2,0,-2,2,-2,-2,5,5,0,0,0,3,5,1,0,-2,3,1,-2,-2,3,1,1,-2,1,1,1443,1443,1443,18761,2407,-2,18
2,916,-2,-2,10,3,2,5,8,1,0,1,-2,1,1,2,3,1,1,1,-2,0,1,8,0,0,0,2,8,2,1,68,1,0,0,0,4,0,0,1,2,-2,2788,1334,1334,3633,1087,1,0
2,1502,-2,-2,10,4,2,4,8,1,1,1,-2,1,1,3,3,1,1,4,2,0,1,8,0,0,1,2,8,2,1,76,1,0,0,0,5,0,0,1,6,-2,3250,2850,2850,11779,2340,1,0
3,638,-2,-2,20,2,1,3,5,0,0,0,-2,-2,1,3,2,1,1,1,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,0,0,1,3,1,1302,868,174,4584,1172,1,1
2,1289,-2,-2,20,4,4,5,9,1,0,1,1,1,2,1,3,1,5,2,-2,0,2,9,0,1,1,1,9,3,1,78,5,2,0,0,7,1,0,-2,2,-2,7038,6638,5033,30496,4500,-2,4
2,393,-2,-2,20,3,2,5,8,1,1,0,-2,3,1,2,3,1,5,2,-2,1,3,8,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,2,7,0,0,-2,2,-2,5297,3377,0,9524,4282,-2,3
2,1644,-2,-2,10,3,2,2,5,0,1,0,-2,4,1,3,3,1,5,3,2,0,5,5,0,0,1,3,5,3,0,74,3,3,1,0,6,1,1,-2,4,-2,1264,1264,1264,25275,2899,-2,11
1,2357,-2,-2,10,3,1,2,5,0,1,1,2,4,1,3,3,1,5,4,3,0,5,5,0,1,1,2,5,3,1,72,1,3,-2,-2,3,1,1,-2,4,-2,1064,1064,1064,27217,4105,-2,2
2,1598,-2,-2,10,3,2,3,6,0,1,0,3,2,1,3,3,1,5,2,-2,0,7,5,0,0,0,3,5,2,0,78,0,-2,0,1,4,1,1,-2,2,-2,2176,1813,1813,15360,1835,-2,7
3,679,-2,-2,20,2,1,2,4,0,0,0,-2,2,1,2,3,1,5,3,2,0,1,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,0,2,2,0,0,2,3,0,1573,1048,524,5231,2192,3,3
4,1235,-2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,3,4,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,2,0,0,1,2,-2,835,835,417,4358,1716,3,5
2,2054,-2,-2,10,3,2,3,6,0,0,0,-2,-2,1,3,3,0,-2,4,4,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,3,0,1,-2,3,-2,908,0,151,10532,2237,-2,26
5,3147,3,0,-2,1,1,1,2,-2,1,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,2,0,0,1,3,2,1,0,-2,1,2,-2,-2,2,1,1,-2,1,0,544,544,544,7703,841,-2,19
5,916,3,0,-2,2,2,2,4,-2,0,0,-2,4,1,3,3,1,5,4,1,-2,5,4,0,0,0,3,4,1,0,-2,0,-2,-2,-2,2,1,0,1,5,0,1003,1003,1003,3225,728,1,0
2,27,-2,-2,10,3,1,2,5,1,0,0,-2,3,2,2,1,1,1,3,1,0,1,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,1,0,1,3,-2,1572,529,0,8051,1374,1,0
2,1177,-2,-2,20,3,2,6,9,1,1,1,-2,4,2,4,3,1,5,6,1,0,5,9,0,1,0,5,9,3,0,72,8,3,0,0,4,1,0,1,2,-2,3228,2653,2653,29971,2558,1,2
2,747,-2,-2,10,3,1,2,5,0,1,1,1,-2,1,2,3,1,5,2,-2,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,4,1,1,-2,2,-2,2322,464,0,18158,3459,-2,4
5,994,3,1,-2,-2,1,1,1,-2,1,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,0,1,-2,2,0,359,359,359,1985,711,3,1
2,982,-2,-2,20,4,3,5,9,0,1,0,-2,3,1,2,3,1,5,2,-2,0,1,9,0,0,0,3,4,1,1,-2,1,3,0,5,7,0,0,1,2,-2,5280,5280,1613,6530,1675,1,0
5,685,4,0,-2,1,1,1,2,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,2,1,1,0,1,2,3,1,78,0,-2,-2,-2,3,1,0,2,2,0,808,808,808,5697,1173,3,3
5,1322,2,0,-2,2,2,2,4,-2,1,0,-2,3,2,3,2,1,1,2,-2,-2,5,4,0,0,1,3,4,2,1,70,0,-2,-2,-2,3,1,0,1,4,-2,970,970,970,9555,1667,1,0
2,592,-2,-2,20,3,2,4,7,0,1,1,1,3,1,2,3,1,5,5,2,0,1,7,0,0,0,5,7,2,1,72,1,2,0,0,5,1,0,1,3,-2,3155,2805,2455,8211,2898,1,1
5,3640,2,0,-2,2,2,2,4,-2,0,0,-2,2,1,4,3,1,5,2,-2,-2,5,4,1,0,0,3,4,3,0,75,2,2,-2,-2,2,1,0,1,3,0,1259,1259,1259,7492,1481,3,0
2,343,-2,-2,20,3,2,3,6,1,1,1,1,4,1,2,3,1,5,2,-2,0,3,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,0,-2,3,-2,3304,2064,688,9296,3410,-2,2
2,594,-2,-2,20,3,3,5,8,0,0,0,-2,3,2,3,3,1,1,1,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,3,2,0,1,7,1,0,1,4,-2,4614,2988,373,10633,2965,1,1
2,507,-2,-2,20,3,1,4,7,0,1,0,2,5,2,4,3,1,5,3,1,0,1,7,0,0,0,3,5,2,1,70,1,2,1,3,4,0,0,1,5,-2,2706,2706,1414,11584,2864,1,2
2,1329,-2,-2,10,3,2,3,6,1,0,0,-2,-2,1,1,2,1,5,1,-2,0,2,4,0,0,0,5,4,3,0,70,1,1,0,2,4,0,1,-2,1,-2,2592,864,864,7829,1807,-2,6
4,1021,-2,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,1,-2,1,0,512,512,0,19909,2352,-2,3
2,1929,-2,-2,10,3,1,2,5,1,0,1,1,3,2,3,2,1,5,2,-2,0,5,5,0,1,0,2,5,3,0,78,3,3,0,0,4,1,1,-2,2,-2,1485,1485,1485,11877,1551,3,11
2,539,-2,-2,20,3,1,3,6,1,0,0,1,-2,1,2,3,0,-2,2,-2,1,1,4,0,0,0,5,4,1,0,-2,1,1,0,1,5,0,1,-2,1,-2,3787,1551,1551,6118,1500,1,2
3,1507,-2,-2,10,2,2,2,4,1,1,0,-2,2,1,3,3,1,5,3,1,0,5,4,0,0,1,4,4,1,-2,-2,1,2,0,0,3,1,1,-2,2,-2,1540,1290,1290,16488,1804,-2,0
2,818,-2,-2,31,3,1,3,6,0,1,0,-2,-2,-2,-2,-2,0,-2,4,4,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,3,2,0,0,3,0,0,1,7,0,5220,5220,653,7857,3789,1,4
2,2103,-2,-2,10,4,1,4,8,0,1,0,3,-2,1,2,3,1,5,4,5,0,5,8,0,1,0,3,8,3,1,74,8,3,1,0,4,1,1,-2,2,-2,1242,1242,1242,17005,1836,-2,11
1,2759,-2,-2,10,3,2,2,5,0,1,0,-2,-2,1,3,3,1,5,1,-2,1,2,5,0,-2,-2,-2,-2,-2,-2,-2,3,3,-2,-2,4,0,1,-2,4,-2,1296,1296,518,9194,1982,-2,20
2,1469,-2,-2,10,2,1,3,5,0,1,0,1,-2,1,2,3,1,5,3,1,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,1,1,-2,1,-2,875,700,175,14130,1851,3,6
2,768,-2,-2,20,3,2,5,8,1,1,0,3,2,1,1,3,1,5,1,-2,0,5,5,0,1,1,1,5,2,0,74,0,-2,0,1,4,1,1,-2,1,-2,2871,1171,1171,14388,2285,-2,5
2,2840,-2,-2,10,3,2,5,8,1,0,0,-2,2,1,3,3,1,5,3,1,0,5,8,0,0,1,3,8,3,1,79,0,-2,0,1,1,1,1,-2,3,0,2135,1735,1735,14370,2095,-2,20
1,3813,-2,-2,10,3,2,3,6,0,1,0,-2,-2,1,3,3,1,5,2,-2,0,5,6,0,0,1,5,6,3,1,76,2,3,-2,-2,3,1,1,-2,2,-2,1696,1696,1696,22450,2780,-2,7
5,219,4,0,-2,1,1,2,3,-2,0,0,-2,2,-2,-2,-2,0,-2,1,-2,-2,5,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,1,-2,1,0,868,579,0,6487,645,-2,0
2,654,-2,-2,10,3,2,4,7,1,1,0,2,4,1,4,3,1,5,4,1,1,1,7,0,0,0,1,7,3,1,73,0,-2,0,0,4,0,0,1,6,-2,4200,4200,1896,17458,1966,1,1
4,4364,-2,0,-2,1,1,3,4,-2,0,0,-2,-2,1,2,3,1,5,2,-2,-2,5,4,0,0,0,5,4,3,1,72,1,1,-2,-2,3,1,1,-2,1,-2,880,880,880,10487,1299,-2,18
1,2483,-2,-2,10,2,2,3,5,0,1,0,-2,-2,1,3,3,1,5,2,-2,1,5,5,0,0,1,2,1,1,1,-2,1,1,-2,-2,4,1,1,-2,3,0,952,952,381,11967,1749,-2,18
5,273,1,0,-2,2,1,2,4,-2,0,0,-2,2,-2,-2,-2,0,-2,1,-2,-2,5,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,1,-2,1,0,858,858,429,8713,931,-2,1
2,527,-2,-2,20,5,2,4,9,1,1,1,2,1,1,4,3,1,1,1,-2,0,1,8,0,0,0,5,8,3,0,72,3,2,0,0,5,0,0,1,4,-2,6086,3410,3410,15126,3383,1,1
2,1410,-2,-2,10,4,3,4,8,1,1,0,-2,5,2,3,3,1,1,4,3,0,1,8,0,0,0,2,8,1,1,-2,6,3,0,2,7,0,0,1,3,-2,3400,2750,2750,11755,2404,1,0
5,1043,2,0,-2,2,1,2,4,-2,0,0,-2,1,-2,-2,-2,0,-2,1,-2,-2,5,4,0,1,1,2,4,1,0,-2,0,-2,-2,-2,2,1,1,-2,2,0,945,945,945,8885,988,-2,6
2,228,-2,-2,20,3,2,3,6,1,1,1,-2,4,2,3,3,1,5,2,-2,1,3,6,0,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,4,0,0,-2,3,-2,2047,1647,184,7049,3034,-2,2
5,1748,3,0,-2,2,2,2,4,-2,0,0,1,3,1,2,3,1,5,2,-2,-2,5,4,0,0,0,3,4,3,1,73,0,-2,-2,-2,3,1,1,-2,1,0,863,863,863,8772,717,-2,6
2,1580,-2,-2,10,3,2,4,7,1,1,1,-2,5,1,2,3,1,5,2,-2,0,1,7,0,0,0,2,5,3,1,77,4,1,0,1,3,0,1,-2,2,-2,4320,2160,1543,7482,1747,1,5
5,555,2,0,-2,2,1,2,4,-2,0,1,-2,1,1,3,3,1,5,1,-2,-2,5,4,0,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,1,1,1,-2,3,0,889,889,0,7348,929,-2,1
3,279,-2,-2,20,2,1,2,4,1,1,0,-2,-2,-2,-2,-2,0,-2,3,1,0,5,1,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,1,1,-2,1,1,1328,269,269,7031,641,-2,1
2,1507,-2,-2,10,3,1,3,6,0,0,0,1,2,1,2,3,1,5,2,-2,0,1,6,0,0,0,1,4,3,1,71,4,2,0,0,3,0,0,1,1,-2,1215,1215,810,6002,1247,1,8
2,2816,-2,-2,10,3,3,4,7,0,0,1,1,3,1,2,3,1,5,2,-2,0,1,7,0,0,0,4,7,3,1,74,4,2,0,1,4,0,0,1,2,-2,3432,3432,3432,24912,4348,1,18
2,1438,-2,-2,20,3,2,3,6,1,1,1,-2,3,1,2,3,1,5,2,-2,0,5,6,0,0,0,2,6,2,0,70,2,1,0,0,4,1,1,-2,2,-2,2357,2107,2107,21909,2040,-2,8
1,828,-2,-2,10,3,2,3,6,0,1,0,1,5,2,3,3,1,5,4,3,1,2,6,0,0,0,4,6,3,0,76,4,3,-2,-2,4,0,1,-2,3,-2,1863,1863,1863,17031,5365,-2,4
5,155,3,0,-2,1,1,2,3,-2,0,0,-2,2,-2,-2,-2,0,-2,2,-2,-2,5,3,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,1,0,2,1,0,720,720,240,2901,299,3,0
2,3843,-2,-2,10,3,2,3,6,0,1,0,-2,-2,1,2,3,1,5,3,3,0,1,6,0,0,1,1,6,3,0,78,5,3,0,1,2,0,0,1,3,-2,1384,1384,1384,11526,2387,1,0
2,718,-2,-2,10,2,1,3,5,0,1,0,-2,1,1,3,3,1,1,6,1,0,1,5,0,0,1,5,5,1,1,-2,3,3,0,0,4,0,0,1,5,-2,2855,1891,1891,10315,3793,1,3
3,1280,-2,-2,20,3,2,3,6,1,1,0,-2,2,1,3,3,1,5,3,2,0,1,6,0,0,1,3,6,3,1,68,2,1,0,1,4,0,0,1,3,-2,2301,2051,2051,7794,1749,3,6
5,1903,3,0,-2,1,1,2,3,-2,0,0,-2,1,-2,-2,-2,0,-2,1,-2,-2,5,3,0,0,1,4,3,2,0,70,1,2,-2,-2,1,1,1,-2,1,0,763,763,763,16776,1848,3,8
2,1660,-2,-2,10,2,2,3,5,1,1,0,-2,-2,-2,-2,-2,0,-2,3,1,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,2,1,0,1,2,-2,1410,1010,0,3475,724,1,0
2,521,-2,-2,20,4,1,5,9,0,1,0,-2,-2,1,2,3,1,1,3,1,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,1,3,0,1,6,1,0,1,2,-2,4488,2327,0,5348,1764,1,1
2,764,-2,-2,10,2,1,2,4,1,0,0,-2,-2,1,2,2,1,5,3,4,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,1,4,0,1,-2,5,-2,1056,0,0,6237,1316,1,0
2,2948,-2,-2,20,4,2,5,9,1,1,1,2,1,1,3,3,1,1,3,2,0,1,9,0,0,1,4,9,3,0,76,3,3,0,3,6,0,0,1,4,-2,6662,6012,6012,30138,5187,1,15
3,1478,-2,-2,20,4,3,3,7,1,1,0,-2,4,1,3,3,1,1,5,2,0,5,5,0,0,0,2,7,3,1,69,3,3,0,0,3,1,0,1,4,-2,1814,1117,1564,8906,1756,1,1
2,1007,-2,-2,10,7,3,4,11,0,1,1,4,-2,1,5,3,1,5,3,2,0,1,11,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3,0,0,1,7,0,2600,2600,0,12114,2386,1,0
2,789,-2,-2,20,4,2,4,8,1,1,1,-2,3,2,2,3,1,5,4,1,0,3,8,0,0,0,5,8,3,1,72,4,1,0,1,6,0,0,-2,2,-2,5631,5310,5033,9341,3861,-2,5
2,2879,-2,-2,10,4,1,3,7,0,0,0,-2,-2,1,4,3,1,5,2,-2,0,1,7,0,0,0,2,7,3,0,75,0,-2,0,1,3,0,1,-2,5,-2,1021,1021,1021,17611,1911,1,9
2,391,-2,-2,20,3,1,4,7,0,1,0,1,-2,1,2,3,1,5,1,-2,1,7,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,5,1,1,-2,2,-2,2570,2570,0,15833,3591,-2,0
2,538,-2,-2,20,2,1,3,5,0,0,0,-2,-2,1,3,3,1,5,2,-2,0,3,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,6,1,1,-2,2,-2,1650,1650,0,6989,3307,-2,4
4,1119,-2,0,-2,2,1,2,4,-2,0,0,-2,2,1,2,2,1,5,1,-2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,-2,1,0,617,617,0,5102,2730,3,4
2,2888,-2,-2,20,4,2,5,9,0,1,1,-2,3,1,2,3,1,1,3,2,0,1,9,0,0,0,3,9,3,0,72,5,2,0,7,6,0,0,1,2,-2,2350,2350,2350,12789,1716,1,15
2,2505,-2,-2,31,4,4,9,13,1,1,0,3,3,1,3,3,1,5,5,1,1,5,13,0,1,1,3,13,3,1,76,8,3,1,0,6,1,1,-2,3,-2,6692,6692,5033,32644,6118,-2,22
2,586,-2,-2,20,4,1,4,8,1,1,0,-2,3,1,3,3,1,5,3,2,0,3,8,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,5,0,0,-2,2,-2,3834,2273,568,8075,4599,-2,3
2,1137,-2,-2,10,5,1,2,7,0,1,0,1,5,1,5,3,1,5,1,-2,0,1,7,0,0,1,3,7,2,1,71,4,3,0,1,4,0,0,1,7,0,2624,2624,2624,23447,3178,1,5
5,1543,2,0,-2,1,1,2,3,-2,0,0,-2,2,1,3,3,0,-2,2,-2,-2,5,3,1,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,2,1,1,-2,1,0,651,651,434,9524,1362,1,0
1,1837,-2,-2,10,3,2,4,7,0,1,1,3,5,1,5,3,1,2,4,3,0,7,4,0,-2,-2,-2,-2,-2,-2,-2,4,3,-2,-2,4,0,0,-2,6,0,2389,1365,0,19074,2621,-2,1
2,1736,-2,-2,10,4,1,4,8,1,1,1,-2,3,1,2,3,1,1,1,-2,0,1,8,0,0,0,2,8,3,0,79,5,1,0,0,4,0,0,1,1,-2,2400,1000,1000,8154,1829,1,6
2,3725,-2,-2,10,2,1,3,5,1,0,0,-2,1,1,3,2,1,5,2,-2,0,5,5,0,0,1,2,5,3,0,70,1,3,0,1,3,1,1,-2,4,-2,1665,1265,1265,17733,2323,-2,23
2,2227,-2,-2,10,4,1,2,6,0,0,0,-2,-2,1,1,3,1,5,2,-2,0,5,4,0,0,0,2,3,3,1,60,3,3,0,0,3,1,0,1,1,-2,1288,859,644,3351,825,1,0
