TYPEHUQ,CDD30YR,NUMFLRS,STUDIO,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,OUTGRILL,ICE,SIZFREEZ,DWASHUSE,TOPFRONT,WASHLOAD,RNSETEMP,DRYER,DRYRFUEL,TVCOLOR,TVONWE3,WELLPUMP,FUELHEAT,HEATROOM,WHEATOTH,CENACHP,MAINTAC,AGECENAC,ACROOMS,USECENAC,PROTHERMAC,TEMPHOMEAC,NUMCFAN,USECFAN,SWIMPOOL,NOUTLGTNT,WINDOWS,ELWARM,ELWATER,PGASHTWA,NHSLDMEM,HUPROJ,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,TOTALDOL,KAVALNG,OA_LAT
5,163,3,0,-2,2,2,2,4,-2,0,0,-2,-2,1,2,2,1,5,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,0,1,-2,3,0,1220,0,0,7490,456,-2,1
2,481,-2,-2,10,4,2,3,7,0,1,1,-2,-2,1,2,3,1,5,3,1,0,1,7,0,0,0,3,7,1,1,-2,1,3,0,1,4,0,0,1,3,-2,2102,2102,2102,8511,1490,1,0
2,224,-2,-2,10,3,2,5,8,1,0,0,-2,3,1,2,3,1,5,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,3,3,1,0,1,1,-2,3116,1196,0,15080,2573,1,1
2,1414,-2,-2,10,3,1,6,9,0,1,1,-2,3,1,3,3,1,1,2,-2,0,5,4,0,0,0,6,8,1,0,-2,4,3,0,0,4,1,0,-2,3,-2,1302,579,1157,9605,2184,1,8
2,3554,-2,-2,10,3,2,6,9,1,1,1,2,2,1,3,3,1,5,5,1,0,5,9,0,0,0,3,9,3,1,78,4,0,0,2,3,1,1,-2,1,-2,2496,2096,2096,14588,1893,-2,19
2,2085,-2,-2,10,3,2,5,8,1,1,1,1,5,1,3,3,1,5,2,-2,0,5,8,0,1,1,3,8,2,1,73,6,2,1,0,4,1,1,-2,2,-2,2325,1925,1925,16414,1745,-2,11
2,271,-2,-2,10,4,3,2,6,1,0,1,-2,-2,1,2,2,1,1,2,-2,0,1,4,0,0,1,3,6,1,0,-2,3,1,0,0,4,0,0,1,5,0,4459,2706,4059,1912,779,3,1
2,627,-2,-2,20,3,2,5,8,1,1,0,2,1,1,2,3,1,5,1,-2,1,3,5,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,6,0,0,-2,2,-2,6993,2914,0,7428,3426,-2,4
2,1651,-2,-2,20,3,2,3,6,1,1,1,1,2,1,5,3,1,5,2,-2,0,1,6,0,0,1,5,6,2,1,75,2,2,0,4,4,1,1,-2,7,-2,1926,1526,1526,14998,2303,1,7
2,3634,-2,-2,10,3,1,3,6,0,0,0,-2,-2,1,2,3,0,-2,1,-2,0,1,6,0,1,0,3,6,3,0,78,2,2,0,0,3,0,0,1,3,-2,946,946,946,6238,1317,1,0
2,1493,-2,-2,10,1,1,5,6,0,0,1,-2,1,1,2,3,1,5,2,-2,0,1,6,0,0,1,3,6,3,1,68,3,2,0,0,4,1,0,1,1,-2,1035,1035,1035,5700,1393,1,7
2,946,-2,-2,10,3,2,2,5,1,0,0,3,5,1,4,2,1,5,4,2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,4,0,0,1,5,-2,1300,1050,0,8406,1259,1,0
3,260,-2,-2,20,3,2,4,7,1,0,1,2,2,1,3,2,1,5,3,1,0,1,7,0,0,0,1,7,1,1,-2,1,1,0,0,5,0,0,1,1,-2,2347,1947,1947,7260,1887,1,0
5,982,2,0,-2,2,2,2,4,-2,1,0,-2,3,-2,-2,-2,0,-2,0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,2,0,1,-2,1,0,896,0,224,3974,387,-2,1
5,877,3,0,-2,2,1,2,4,-2,0,0,-2,3,-2,-2,-2,0,-2,1,-2,-2,5,4,0,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,1,1,1,-2,2,0,949,949,474,16993,2742,-2,3
2,592,-2,-2,20,4,3,5,9,1,0,0,-2,3,2,3,3,1,1,2,-2,0,1,9,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,4,5,0,0,1,3,-2,4032,2568,571,6646,2595,1,3
1,1189,-2,-2,10,3,1,3,6,0,1,0,-2,3,1,4,3,1,5,4,3,0,2,6,0,-2,-2,-2,-2,-2,-2,-2,2,3,-2,-2,4,1,0,-2,4,0,1742,1742,581,10223,2327,-2,5
2,777,-2,-2,10,4,1,3,7,0,1,1,-2,5,1,3,2,1,1,7,5,0,1,7,0,0,1,5,7,3,1,70,4,1,0,3,4,0,0,1,6,-2,2052,2052,2052,26593,4816,1,1
4,714,-2,0,-2,2,1,2,4,-2,1,0,-2,-2,1,4,3,1,5,3,1,-2,5,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,5,0,780,780,195,22553,1291,-2,1
2,2224,-2,-2,20,4,3,3,7,1,1,0,-2,5,2,4,3,1,5,2,-2,0,5,7,0,1,0,4,7,3,0,82,5,2,0,0,2,1,1,-2,7,-2,1904,1504,1504,18761,2081,3,19
3,276,-2,-2,10,1,1,2,3,0,1,0,-2,-2,1,2,2,1,1,1,-2,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,1,0,1,1,0,640,427,0,3757,698,1,0
2,536,-2,-2,20,4,2,4,8,1,1,0,1,5,1,5,3,1,5,6,2,0,1,8,0,0,0,5,8,1,1,-2,0,-2,0,0,4,1,0,1,4,-2,1786,1386,1386,8359,1932,1,2
2,294,-2,-2,20,3,1,3,6,0,1,1,1,4,1,3,3,1,5,5,2,1,3,6,0,-2,-2,-2,-2,-2,-2,-2,4,3,0,0,4,0,1,-2,3,-2,2419,1613,1613,9446,3503,-2,2
3,1156,-2,-2,20,3,2,4,7,1,0,0,-2,3,1,2,3,1,1,2,-2,0,1,7,0,0,0,5,7,2,1,68,0,-2,0,0,3,0,0,1,4,-2,1632,1382,1382,7685,3109,1,5
3,449,-2,-2,10,3,1,3,6,1,1,0,-2,1,1,2,3,1,5,2,-2,0,1,6,0,0,0,6,6,1,0,-2,4,3,0,1,4,0,0,1,1,-2,2308,984,984,6516,1711,1,1
5,155,3,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,2,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,1,0,1,1,1,544,363,0,2658,391,3,2
2,1372,-2,-2,40,3,1,4,7,1,0,1,-2,2,1,2,3,1,5,3,2,1,1,7,0,0,1,2,7,3,1,72,1,1,0,1,4,0,0,1,1,-2,3500,3100,2025,11211,2135,1,3
5,1664,4,0,-2,1,1,2,3,-2,1,0,-2,2,1,2,3,1,5,1,-2,-2,5,3,0,0,0,2,3,2,0,69,2,1,-2,-2,7,1,1,-2,1,0,994,994,994,9311,922,-2,8
5,437,3,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,4,1,1,-2,1,1,616,616,616,9244,1049,-2,1
2,3309,-2,-2,10,4,2,3,7,0,1,1,-2,4,2,3,2,1,5,3,1,0,1,7,0,0,1,3,7,3,0,65,6,3,0,2,4,0,0,1,2,-2,1821,1821,1821,14845,2042,1,0
2,806,-2,-2,10,3,2,3,6,0,1,1,-2,3,1,2,3,1,5,3,1,0,1,6,0,0,1,4,6,1,1,-2,5,2,0,0,4,0,0,1,2,-2,1776,1776,888,11482,2540,3,2
2,1645,-2,-2,10,3,1,5,8,0,1,0,-2,3,1,1,3,1,5,5,2,0,1,8,0,0,1,2,8,3,0,70,2,3,0,1,4,0,0,1,3,-2,1876,1854,1854,9798,1853,1,6
2,487,-2,-2,10,4,3,3,7,1,0,0,-2,5,1,2,3,1,5,4,1,0,1,7,0,0,0,4,3,1,1,-2,3,2,0,0,3,0,0,1,2,-2,2015,1615,692,6785,1999,1,5
5,2066,2,0,-2,1,1,2,3,-2,0,0,-2,-2,1,1,3,1,5,2,-2,-2,5,3,0,0,0,3,3,3,1,75,0,-2,-2,-2,2,1,1,-2,1,1,830,830,830,4599,557,-2,11
2,896,-2,-2,20,4,3,10,12,0,1,0,-2,-2,1,2,2,1,5,2,-2,0,5,6,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,7,1,1,-2,1,-2,5040,1440,480,32600,2791,-2,4
2,255,-2,-2,10,3,1,3,6,0,1,0,-2,-2,1,2,3,1,5,3,5,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,2,3,1,1,-2,1,0,1107,923,0,11693,1015,-2,0
2,595,-2,-2,10,4,3,6,10,1,1,0,2,4,1,4,3,1,5,3,3,1,2,10,0,0,0,6,10,1,0,-2,6,2,0,0,6,1,1,-2,3,-2,5118,4468,2158,15129,4767,-2,1
2,531,-2,-2,20,3,1,4,7,0,1,0,-2,3,1,2,3,1,5,3,2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,4,0,0,1,2,-2,2691,2691,533,9104,2077,1,2
2,1595,-2,-2,20,3,2,3,6,0,1,0,-2,1,1,4,3,1,5,1,-2,0,1,6,0,0,0,2,6,1,0,-2,1,1,0,1,3,0,0,1,5,0,1560,1560,1560,5639,1425,3,8
5,1378,6,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,1,504,504,504,5894,550,-2,5
5,2131,2,0,-2,3,2,2,5,-2,0,0,-2,5,1,3,3,1,5,3,1,-2,5,5,0,1,1,2,5,3,1,75,1,3,-2,-2,2,1,1,-2,3,0,921,921,921,11003,1424,-2,13
2,737,-2,-2,20,3,3,6,9,1,1,0,-2,3,1,3,3,1,5,6,1,0,3,9,0,1,1,3,9,3,1,73,8,3,0,0,5,1,1,-2,2,-2,4296,3416,2936,26267,5547,-2,3
2,2656,-2,-2,20,5,3,4,9,1,1,0,2,3,1,3,2,1,1,3,3,0,1,9,0,0,1,4,9,3,1,70,4,3,0,0,4,1,0,1,4,0,6500,6100,6100,17658,3247,1,19
2,108,-2,-2,10,3,2,1,4,1,1,0,-2,4,2,3,3,1,5,2,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3,0,0,1,3,-2,1484,1234,0,6296,1747,1,0
2,1023,-2,-2,20,4,3,5,9,1,1,0,4,3,1,3,3,1,1,2,-2,0,1,9,0,0,0,5,9,3,1,74,0,-2,0,1,6,0,0,1,2,-2,3380,2980,2980,14346,2456,1,6
2,1333,-2,-2,20,3,2,5,8,1,1,0,-2,3,2,3,3,1,5,5,2,1,5,8,0,1,1,3,7,1,1,-2,6,3,0,0,5,1,1,-2,4,-2,2078,1828,1599,30614,4979,-2,7
2,531,-2,-2,10,3,2,4,7,1,1,0,-2,4,1,3,2,1,5,4,1,0,1,7,0,0,1,3,7,2,0,72,2,1,1,0,5,0,0,1,2,-2,2450,2050,1225,16151,2532,1,1
2,2188,-2,-2,10,3,2,3,6,0,1,0,2,-2,1,4,2,1,5,2,-2,1,5,6,0,0,0,3,6,3,0,68,2,2,0,0,5,1,1,-2,2,-2,1320,1320,1320,13164,1676,-2,12
1,2704,-2,-2,10,3,2,4,7,0,1,0,-2,-2,1,3,3,1,5,5,2,0,1,7,0,0,0,3,7,3,0,70,8,2,-2,-2,3,1,0,1,9,-2,1484,1484,1484,5090,2022,1,8
2,2979,-2,-2,10,3,2,6,9,1,1,0,-2,-2,1,2,3,1,5,4,5,0,5,7,0,1,1,3,9,3,1,75,0,-2,0,0,4,1,1,-2,3,-2,2700,1789,2300,24424,3167,-2,23
2,544,-2,-2,31,5,2,5,10,0,1,0,2,1,1,2,2,1,5,3,1,0,3,7,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,7,1,0,-2,2,-2,6900,2898,0,4287,3466,1,3
2,126,-2,-2,10,2,2,3,5,0,0,1,-2,2,1,2,3,1,1,1,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,3,2,0,0,4,0,0,1,1,-2,2752,0,0,3368,731,1,0
2,1821,-2,-2,20,3,2,4,7,1,1,1,2,4,1,2,3,1,2,1,-2,0,2,7,0,0,0,5,7,1,1,-2,5,2,1,0,6,1,0,-2,2,-2,4313,3663,3663,6517,1454,-2,0
2,1447,-2,-2,10,2,1,3,5,0,0,1,-2,3,1,2,3,1,5,2,-2,0,1,5,0,0,1,6,5,2,1,72,1,3,0,0,4,1,0,1,1,0,1300,1300,650,10904,1888,1,6
4,748,-2,0,-2,2,1,2,4,-2,0,0,-2,1,-2,-2,-2,0,-2,3,2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,2,0,0,1,6,0,750,750,0,5117,1176,1,3
2,415,-2,-2,20,4,2,3,7,1,1,0,2,3,2,2,3,1,1,3,1,0,1,7,0,0,0,2,7,1,1,-2,2,2,0,0,4,0,0,1,2,-2,2444,2044,2044,10500,3042,1,3
2,757,-2,-2,31,3,3,6,9,1,0,1,-2,2,1,2,3,1,5,4,1,0,1,9,0,0,1,5,9,2,1,76,1,1,0,1,6,1,0,1,1,-2,4079,3429,3429,20892,4043,1,1
2,2269,-2,-2,10,2,1,2,4,0,0,0,-2,-2,1,2,3,1,5,1,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,2,3,0,0,3,0,0,1,2,-2,650,650,325,7271,1277,1,5
3,1491,-2,-2,20,3,1,3,6,0,0,0,-2,-2,1,3,3,1,5,3,1,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,4,1,0,1,4,0,0,1,3,0,1920,1280,640,8293,2826,1,5
2,771,-2,-2,10,2,1,4,6,0,1,1,-2,-2,1,2,3,1,5,2,-2,0,2,5,0,-2,-2,-2,-2,-2,-2,-2,4,3,0,0,4,1,1,-2,2,0,1098,915,366,11829,2340,-2,2
2,3311,-2,-2,10,1,1,2,3,0,0,0,-2,-2,1,2,3,0,-2,1,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,2,0,0,0,2,0,1,-2,2,0,960,0,320,9466,1227,3,17
5,2319,1,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,3,0,0,0,4,3,3,0,70,0,-2,-2,-2,2,0,0,1,1,1,649,649,649,5124,908,1,6
1,695,-2,-2,10,4,1,2,6,0,1,0,-2,-2,-2,-2,-2,0,-2,3,4,0,4,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,1,-2,3,-2,2284,2284,381,9704,2610,-2,1
4,729,-2,0,-2,3,1,2,5,-2,0,0,-2,-2,-2,-2,-2,0,-2,3,2,-2,5,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,0,1,3,0,1220,1220,0,5197,1248,1,4
2,471,-2,-2,10,3,2,3,6,1,1,0,-2,2,2,2,3,1,5,5,2,0,1,6,0,0,1,4,6,2,0,76,1,1,0,0,4,0,0,1,2,-2,3642,3242,3242,6930,1785,1,1
2,173,-2,-2,20,4,3,5,9,1,1,1,-2,5,2,4,3,1,5,1,-2,0,1,9,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,3,6,0,0,1,4,-2,2898,2498,278,8758,1825,1,1
2,749,-2,-2,20,3,3,3,6,1,1,1,1,4,1,3,3,1,5,2,-2,0,2,6,0,0,0,4,6,1,1,-2,6,3,0,1,4,0,0,-2,2,-2,6108,5708,4700,10365,2512,-2,4
5,2697,2,0,-2,2,1,3,5,-2,0,0,-2,-2,1,3,3,1,5,1,-2,-2,5,5,0,0,1,2,5,1,0,-2,1,2,-2,-2,1,1,1,-2,4,0,527,527,527,12542,1553,-2,5
5,574,2,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,3,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,1,0,701,701,234,5483,1336,-2,3
2,829,-2,-2,10,4,2,3,7,1,1,1,-2,1,1,3,3,1,5,6,1,1,5,7,0,0,1,6,5,1,0,-2,5,2,1,0,4,1,1,-2,3,-2,2752,2221,983,24822,2710,-2,3
5,567,5,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,-2,-2,1,0,0,3,1,2,0,72,0,-2,-2,-2,1,0,0,2,1,0,560,0,560,2530,362,3,1
2,2380,-2,-2,10,3,2,2,5,1,0,1,-2,-2,1,2,3,1,5,3,1,0,1,5,0,0,0,2,5,2,0,70,4,3,0,0,3,0,0,1,4,-2,1976,1576,1576,12339,2336,1,9
2,709,-2,-2,20,4,3,7,11,1,1,0,-2,5,1,5,3,1,1,2,-2,0,1,11,0,0,1,5,11,1,1,-2,7,2,0,0,7,0,0,1,4,-2,5870,5282,4720,10661,2869,1,2
2,943,-2,-2,10,4,2,5,9,1,1,1,-2,-2,1,1,3,1,5,3,1,0,1,9,0,0,0,6,9,1,1,-2,3,3,1,0,6,0,1,-2,5,-2,3412,3012,1706,14924,2559,1,0
3,1760,-2,-2,10,2,2,3,5,0,0,1,-2,1,1,3,3,1,5,3,1,0,1,5,0,0,0,6,5,3,0,68,2,3,0,1,3,0,0,1,3,0,1603,1603,1603,8615,1829,1,7
2,1693,-2,-2,10,3,2,2,5,1,1,1,1,5,2,3,2,1,1,1,-2,1,1,5,0,0,0,6,5,1,1,-2,4,2,0,0,4,0,0,1,3,-2,3598,3198,3198,13541,3561,1,0
2,195,-2,-2,31,5,3,7,12,1,1,1,-2,5,2,3,2,1,5,2,-2,0,5,12,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,3,6,1,1,-2,4,-2,7830,5310,0,9747,1450,3,1
3,578,-2,-2,20,3,2,3,6,1,1,0,-2,4,1,3,3,1,5,3,1,1,5,6,0,1,1,4,6,2,0,75,2,2,0,0,3,1,1,-2,4,-2,1760,1138,1138,18852,2179,-2,3
2,2638,-2,-2,10,3,2,3,6,0,1,0,4,5,1,4,3,1,5,4,1,0,5,6,0,0,0,1,5,3,1,73,6,3,0,1,4,1,1,-2,5,-2,1582,1582,1582,34809,4458,-2,7
2,3254,-2,-2,10,3,2,3,6,1,1,1,-2,4,1,3,3,1,5,2,-2,0,5,6,0,1,0,6,6,3,0,75,5,3,0,0,4,1,1,-2,2,-2,2421,2021,2021,15727,1952,-2,21
2,929,-2,-2,20,4,1,4,8,0,1,1,1,4,1,2,2,1,1,3,1,0,1,8,0,0,1,4,8,2,0,70,3,2,0,0,4,0,0,1,2,-2,3200,2400,2400,8426,2241,1,2
2,1627,-2,-2,20,4,2,4,8,1,1,1,-2,5,2,4,2,1,5,1,-2,1,1,8,0,0,0,4,8,2,1,80,4,3,0,2,5,0,0,1,5,-2,3540,3140,3140,19483,3549,1,10
1,205,-2,-2,10,2,2,4,6,0,1,0,-2,2,2,2,3,1,5,1,-2,1,7,4,0,1,0,6,3,1,0,-2,1,1,-2,-2,4,1,1,-2,2,-2,1196,797,598,14430,952,-2,0
5,1792,3,0,-2,2,2,2,4,-2,0,0,-2,4,-2,-2,-2,0,-2,2,-2,-2,5,4,0,0,0,4,4,3,0,75,0,-2,-2,-2,2,1,1,-2,2,0,771,771,771,9112,968,-2,7
2,785,-2,-2,10,2,1,3,5,0,1,1,-2,-2,1,4,3,1,1,4,1,0,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,0,2,4,0,0,1,8,-2,1170,0,0,10718,2256,1,0
5,708,3,0,-2,2,2,2,4,-2,0,0,-2,1,1,2,3,1,5,3,1,-2,1,4,0,0,0,1,4,1,0,-2,0,-2,-2,-2,3,0,0,1,3,1,1222,1222,1222,4636,1561,1,3
2,403,-2,-2,20,5,2,4,9,1,1,1,3,4,1,2,2,1,5,1,-2,0,1,9,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,7,1,0,1,2,-2,6077,4079,1293,22396,3553,1,1
2,634,-2,-2,10,2,1,4,6,0,1,0,4,-2,1,2,3,1,5,2,-2,1,3,6,0,-2,-2,-2,-2,-2,-2,-2,3,1,0,0,4,1,0,-2,2,-2,2216,1176,392,9690,2423,-2,4
1,1874,-2,-2,10,2,2,3,5,0,1,0,1,3,1,2,3,1,5,1,-2,0,2,3,0,-2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,3,0,0,-2,2,-2,1152,691,0,5812,2159,-2,0
5,525,3,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,1,-2,1,0,472,472,0,636,1351,3,4
2,432,-2,-2,20,3,2,8,11,0,1,0,2,3,1,3,3,1,5,2,-2,0,3,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,7,0,1,-2,3,-2,3628,1130,220,12179,2311,-2,1
2,1687,-2,-2,20,3,1,5,8,0,1,0,1,-2,1,2,3,1,5,5,3,0,1,8,0,0,1,4,8,3,1,65,6,3,0,2,6,1,0,1,5,-2,2625,1750,1750,13014,1689,1,6
2,1304,-2,-2,10,3,1,5,8,0,1,0,-2,-2,1,4,2,1,5,1,-2,0,2,8,0,0,0,1,8,2,1,70,3,2,0,0,5,0,0,-2,5,0,1581,1581,1581,11705,2326,-2,5
5,893,3,0,-2,2,2,1,3,-2,0,0,-2,3,1,2,2,1,5,3,2,-2,9,3,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,0,0,2,1,0,1045,1045,697,4152,623,3,2
2,654,-2,-2,20,4,2,3,7,1,0,1,-2,3,1,2,2,1,5,3,1,1,5,7,0,-2,-2,-2,-2,-2,-2,-2,3,2,0,0,5,1,1,-2,1,-2,6175,3968,567,33189,3455,-2,1
2,606,-2,-2,20,4,1,5,9,1,0,0,2,-2,1,2,3,1,5,1,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,6,0,0,1,2,-2,3530,1848,0,6708,2170,1,2
2,1446,-2,-2,10,2,1,2,4,0,1,0,3,-2,1,2,3,1,5,2,-2,1,1,4,0,-2,-2,-2,-2,-2,-2,-2,2,3,0,0,3,0,0,3,3,-2,1920,960,720,15645,2947,2,8
2,2393,-2,-2,10,2,2,2,4,0,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,0,5,4,0,1,0,2,4,3,0,70,1,3,0,0,3,1,1,-2,1,-2,1350,1350,1350,9745,1380,-2,22
5,1230,5,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,3,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,-2,3,0,1900,1900,475,2037,1995,-2,6
2,1874,-2,-2,10,3,1,2,5,1,0,1,-2,-2,1,3,2,1,5,1,-2,1,5,5,0,1,0,4,5,1,1,-2,1,0,0,0,4,1,1,-2,2,-2,2508,2108,2108,13944,1211,-2,0
5,1139,5,0,-2,2,1,2,4,-2,0,0,-2,3,-2,-2,-2,0,-2,1,-2,-2,3,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,-2,2,0,900,900,0,3038,1706,3,5
2,771,-2,-2,20,5,4,12,12,1,1,0,-2,3,1,2,3,1,5,2,-2,0,1,15,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,7,0,0,1,2,-2,2600,1712,0,4732,2220,1,0
2,1010,-2,-2,10,4,2,4,8,1,1,0,3,3,1,3,3,1,5,5,2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,3,1,0,0,4,0,0,1,2,-2,3445,3045,0,7706,1278,1,0
1,1361,-2,-2,10,2,1,2,4,0,1,0,2,-2,1,3,3,1,5,2,-2,0,2,4,0,0,0,4,4,3,0,75,1,3,-2,-2,3,1,1,-2,2,0,784,784,784,13770,1869,-2,7
2,650,-2,-2,20,4,3,7,11,1,1,1,-2,5,2,3,3,1,5,6,1,1,3,11,0,0,1,3,10,3,1,72,0,-2,1,0,5,0,0,-2,4,-2,5376,4016,3360,17635,6764,-2,3
2,684,-2,-2,10,3,2,3,6,1,1,1,-2,-2,1,2,2,1,1,4,1,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,1,0,1,6,0,3912,579,0,6230,1324,1,0
2,1278,-2,-2,20,4,2,3,7,1,1,1,3,5,1,3,3,1,5,2,-2,0,5,7,0,1,1,3,7,3,1,74,1,2,0,0,5,1,1,-2,4,-2,2646,2246,2246,22823,2816,-2,4
3,1150,-2,-2,20,2,1,2,4,0,1,0,2,2,1,2,3,1,5,2,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,0,1,4,0,1120,1120,0,10544,1585,1,0
5,3620,2,0,-2,2,1,3,5,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,5,0,0,1,3,5,3,0,72,2,3,-2,-2,3,1,1,-2,3,1,1008,1008,1008,13510,1673,-2,22
2,151,-2,-2,20,5,2,3,8,1,1,1,2,3,1,2,2,1,5,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,4,0,1,-2,2,-2,4773,4123,0,9655,1657,1,0
2,1068,-2,-2,10,5,3,3,8,1,1,1,2,4,2,4,2,1,1,3,2,0,1,8,0,0,0,3,8,3,1,72,2,2,0,0,4,0,0,1,4,-2,3600,3200,1700,13857,2021,1,0
2,139,-2,-2,10,2,1,2,4,0,1,0,1,-2,2,3,3,1,5,1,-2,0,3,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,1,-2,2,-2,1824,1824,0,1491,669,-2,1
2,975,-2,-2,20,4,3,4,8,1,1,1,2,5,2,4,3,1,5,4,1,0,5,8,0,1,0,4,8,3,0,70,6,2,0,1,4,1,1,-2,4,-2,2958,2558,2558,31847,2168,-2,5
4,1852,-2,0,-2,2,1,2,4,-2,1,0,-2,1,1,3,3,1,5,3,1,-2,5,4,0,0,1,2,4,3,0,74,1,2,-2,-2,2,1,1,-2,3,0,932,932,932,16438,2127,-2,11
2,990,-2,-2,10,3,2,3,6,1,0,1,3,4,1,3,3,1,2,1,-2,1,2,4,0,0,0,6,4,3,0,70,2,3,0,0,4,0,0,-2,2,-2,2882,1655,1655,19151,4316,-2,2
5,3898,1,0,-2,2,1,2,4,-2,0,0,-2,1,1,3,3,1,5,2,-2,-2,5,4,0,0,0,3,4,3,0,76,2,1,-2,-2,5,1,1,-2,1,0,1440,1440,1440,7081,849,-2,28
2,112,-2,-2,10,4,2,4,8,1,0,1,3,3,1,3,3,1,1,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,6,1,0,1,2,-2,3454,3054,0,6726,1952,1,0
2,1229,-2,-2,10,3,3,3,6,1,1,1,3,5,1,3,3,1,5,5,1,0,1,6,0,0,0,4,6,3,1,72,1,3,0,0,4,0,0,1,2,-2,5140,2374,2374,9530,2023,1,6
5,1145,13,0,-2,1,1,2,3,-2,0,0,-2,5,-2,-2,-2,0,-2,1,-2,-2,3,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,1,-2,2,0,675,675,450,6831,1925,-2,5
3,568,-2,-2,20,3,1,2,5,0,0,0,-2,-2,-2,-2,-2,0,-2,4,4,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,4,0,0,1,5,0,1864,1242,745,9816,3208,1,2
2,448,-2,-2,20,4,2,4,8,1,1,0,4,3,2,2,3,1,5,2,-2,0,1,8,0,0,0,5,8,2,1,72,5,2,0,1,4,1,0,1,3,-2,2730,2330,2330,11779,1935,1,0
